id	overall_score	Ideas	Organization	Style	Conventions	misc_total_words	misc_total_sentences	misc_words_div_sentences	misc_sent_density	misc_ttr	grammar_pct_transitions	grammar_pct_rel_trigrams	grammar_grammar_errors_ltp_by_words	vocab_difficult_words	vocab_proportion_vocab_list[a]	vocab_proportion_vocab_list[accent]	vocab_proportion_vocab_list[abandon]	vocab_proportion_vocab_list[abnormal]	vocab_proportion_vocab_list[abbey]	vocab_proportion_vocab_list[abduct]	vocab_proportion_vocab_list[abate]	vocab_proportion_vocab_list[aback]	vocab_proportion_vocab_list[abbot]	vocab_proportion_vocab_list[abet]	vocab_proportion_vocab_list[abrasion]	vocab_proportion_vocab_list[aberrant]	vocab_proportion_vocab_list[abattoir]	vocab_proportion_vocab_list[abashed]	vocab_proportion_vocab_list[abacus]	vocab_proportion_vocab_list[abalone]	vocab_proportion_vocab_list[abductee]	vocab_proportion_vocab_list[aardvark]	vocab_proportion_vocab_list[abnegate]	vocab_proportion_vocab_list[abaya]	vocab_proportion_vocab_list[abaft]	vocab_proportion_vocab_list[abomasum]	vocab_proportion_vocab_list[abettor]	vocab_proportion_vocab_list[acetal]	vocab_proportion_vocab_list[ablaut]	vocab_proportion_vocab_list[a1]	vocab_proportion_vocab_list[ah]	vocab_proportion_vocab_list[absentminded]	vocab_proportion_vocab_list[aal]	flow_ts_avg_len_sent	flow_ts_num_syllab	flow_ts_avg_sent_per_word	flow_ts_num_polysyllab	flow_ts_num_chars	flow_ts_avg_syllab_per_word	flow_ts_fre	flow_ts_fkg	flow_ts_cli	flow_ts_dcrs	flow_ts_lwf	flow_ts_gf	flow_ts_ari	coherence_nlemma_types	coherence_n_bigram_lemma_types	coherence_n_trigram_lemma_types	coherence_nlemmas	coherence_n_bigram_lemmas	coherence_n_trigram_lemmas	coherence_ncontent_types	coherence_ncontent_tokens	coherence_content_ttr	coherence_nfunction_tokens	coherence_nfunction_types	coherence_function_ttr	coherence_noun_ttr	coherence_determiners	coherence_conjunctions	coherence_prn_noun_ratio
17880	16	2	2	2	2	124	7	17.714285714285715	6.31	69.37	0.0093	15.97	0.016129032258064516	13	0.5080645161290323	0.056451612903225805	0.008064516129032258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008064516129032258	15.7	146	0.06	6	482	1.3	80.92	5.9	7.07	6.71	8.0	7.73	7.1	77	76	75	111	110	109	47	61	0.7705	50	30	0.6	1.0	0.14414	0.01802	0.2
17881	12	1	1	2	2	199	10	19.9	5.41	50.81	0.028	20.17	0.04522613065326633	15	0.3768844221105528	0.01507537688442211	0.01507537688442211	0.005025125628140704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.5	232	0.05	10	723	1.3	78.08	7.0	4.93	6.69	7.142857142857142	8.7	6.2	94	93	92	185	184	183	52	79	0.6582	106	42	0.3962	0.9333	0.10811	0.02703	0.53
17882	12	1	2	2	2	77	3	25.666666666666668	4.11	63.01	0.0187	6.72	0.12987012987012986	7	0.44155844155844154	0.012987012987012988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012987012987012988	0.025974025974025976	0.0	0.0	36.5	89	0.03	2	260	1.2	68.27	12.8	3.55	8.04	13.0	15.15	13.6	46	45	44	73	72	71	28	46	0.6087	27	18	0.6667	0	0.0411	0.0274	0
17883	20	3	3	3	3	239	15	15.933333333333334	6.94	51.39	0.028	20.17	0.09205020920502092	13	0.3514644351464435	0.03347280334728033	0.0	0.0041841004184100415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041841004184100415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.4	255	0.06	4	838	1.2	89.68	4.6	4.29	6.3	7.5	6.53	4.6	111	110	109	216	215	214	74	111	0.6667	105	37	0.3524	1.0	0.06481	0.03704	24.0
17884	24	3	3	3	3	290	20	14.5	8.77	56.58	0.0561	14.29	0.006896551724137931	21	0.32413793103448274	0.013793103448275862	0.0	0.0	0.0034482758620689655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006896551724137931	0.0	14.8	290	0.07	8	981	1.3	81.83	5.5	5.97	7.0	8.666666666666666	6.64	6.8	129	128	127	228	227	226	84	133	0.6316	95	45	0.4737	0.3966	0.05263	0.03947	0.12
17885	9	2	2	1	1	139	4	34.75	3.03	45.45	0.0187	11.76	0.05755395683453238	6	0.35251798561151076	0.02158273381294964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007194244604316547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014388489208633094	0.0	33.0	154	0.03	2	483	1.2	71.82	11.4	4.25	6.47	26.0	13.81	12.3	60	59	58	132	131	130	35	60	0.5833	72	25	0.3472	1.0	0.07576	0.02273	0.5
17886	9	1	1	1	2	74	6	12.333333333333334	9.09	56.06	0.0	8.4	0.013513513513513514	4	0.4189189189189189	0.013513513513513514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	83	0.09	4	242	1.3	85.69	4.0	2.13	5.38	5.166666666666667	5.01	1.4	37	36	35	66	65	64	19	36	0.5278	30	18	0.6	0.5	0.09091	0.0303	0.5
17887	20	3	3	2	2	287	23	12.478260869565217	9.13	53.97	0.0374	19.33	0.07317073170731707	24	0.3693379790940767	0.024390243902439025	0.0	0.006968641114982578	0.003484320557491289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003484320557491289	0.003484320557491289	11.3	312	0.09	11	975	1.3	85.39	4.2	3.4	6.67	4.6	5.32	2.7	136	135	134	252	251	250	93	148	0.6284	104	43	0.4135	1.0	0.05159	0.03175	0.78
17888	16	2	2	2	2	224	14	16.0	7.18	57.95	0.0467	18.49	0.044642857142857144	20	0.41517857142857145	0.022321428571428572	0.008928571428571428	0.004464285714285714	0.004464285714285714	0.004464285714285714	0.0	0.0	0.008928571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	250	0.07	7	785	1.3	81.63	5.6	4.63	6.57	5.75	6.82	5.1	113	112	111	195	194	193	68	105	0.6476	90	45	0.5	0.5	0.06667	0.01026	0.83
17889	8	0	1	1	2	142	8	17.75	6.15	40.77	0.0093	12.61	0.09859154929577464	5	0.2746478873239437	0.0	0.0	0.0	0.0	0.0	0.007042253521126761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.6	139	0.05	0	463	1.1	94.9	4.6	2.85	6.14	6.142857142857143	7.44	4.6	53	52	51	130	129	128	33	55	0.6	75	20	0.2667	0.8333	0.1	0.01538	0.5
17890	15	2	2	2	2	135	7	19.285714285714285	5.6	62.4	0.0374	6.72	0.06666666666666667	12	0.4666666666666667	0.037037037037037035	0.0	0.007407407407407408	0.007407407407407408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.9	161	0.06	2	521	1.3	78.69	6.7	6.15	6.92	7.666666666666666	7.16	7.1	78	77	76	125	124	123	41	59	0.6949	66	37	0.5606	0.7778	0.048	0.088	0.78
17891	20	3	3	3	3	82	9	9.11111111111111	14.06	67.19	0.0	6.72	0.06097560975609756	7	0.4024390243902439	0.024390243902439025	0.0	0.0	0.0	0.0	0.0	0.0	0.012195121951219513	0.0	0.0	0.0	0.0	0.0	0.012195121951219513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7	78	0.09	2	247	1.2	94.45	2.7	2.3	6.63	4.666666666666667	4.91	2.1	43	42	41	64	63	62	23	34	0.6765	30	20	0.6667	1.0	0.0625	0.04688	1.0
17892	17	2	3	2	2	196	14	14.0	8.14	54.07	0.0467	18.49	0.04591836734693878	14	0.3622448979591837	0.025510204081632654	0.0	0.00510204081632653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.8	201	0.07	5	652	1.2	91.31	4.0	3.94	6.51	7.833333333333334	5.52	4.0	93	92	91	172	171	170	61	105	0.581	67	32	0.4776	0.4762	0.04651	0.02907	0.19
17893	18	3	3	2	2	103	6	17.166666666666668	6.45	63.44	0.028	4.2	0.07766990291262135	5	0.4174757281553398	0.019417475728155338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009708737864077669	0.0	18.2	109	0.05	3	341	1.2	86.84	5.7	3.6	7.32	8.7	7.28	5.3	59	58	57	93	92	91	40	62	0.6452	31	19	0.6129	0.9231	0.05376	0.06452	0.23
17894	13	2	2	2	2	48	4	12.0	9.09	79.55	0.0093	4.2	0.041666666666666664	6	0.5833333333333334	0.041666666666666664	0.0	0.0	0.020833333333333332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	54	0.09	0	178	1.2	94.15	2.9	4.45	7.05	4.5	4.4	3.1	35	34	33	44	43	42	17	24	0.7083	20	18	0.9	1.0	0.06818	0.0	4.0
17896	12	1	1	2	2	374	13	28.76923076923077	4.23	43.0	0.0187	21.01	0.05614973262032086	25	0.22994652406417113	0.013368983957219251	0.0106951871657754	0.0053475935828877	0.0	0.0	0.0	0.00267379679144385	0.0053475935828877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00267379679144385	0.0	43.7	403	0.02	7	1317	1.3	52.5	16.8	7.27	8.33	18.0	18.13	20.7	132	131	130	307	306	305	101	201	0.5025	106	31	0.2925	0.3415	0.06189	0.03909	0.01
17897	20	3	2	3	3	191	7	27.285714285714285	3.98	52.84	0.0654	11.76	0.10471204188481675	12	0.387434554973822	0.020942408376963352	0.0	0.0	0.0	0.005235602094240838	0.0	0.0	0.005235602094240838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005235602094240838	24.7	214	0.04	3	686	1.2	80.24	8.2	5.29	7.23	7.666666666666666	10.11	9.6	93	92	91	176	175	174	65	107	0.6075	69	28	0.4058	0.75	0.0625	0.05682	0.25
17898	16	2	2	2	2	218	15	14.533333333333333	7.73	52.06	0.0374	12.61	0.01834862385321101	18	0.39908256880733944	0.01834862385321101	0.009174311926605505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045871559633027525	0.0	12.9	249	0.08	8	784	1.3	83.76	4.8	4.57	6.23	5.75	6.4	4.1	101	100	99	194	193	192	54	104	0.5192	90	47	0.5222	0.6667	0.04639	0.02577	0.2
17899	24	3	3	3	3	732	51	14.352941176470589	8.39	48.03	0.0748	32.77	0.06420765027322405	68	0.2650273224043716	0.031420765027322405	0.006830601092896175	0.00819672131147541	0.00546448087431694	0.001366120218579235	0.001366120218579235	0.001366120218579235	0.001366120218579235	0.0	0.001366120218579235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00273224043715847	0.0	14.8	787	0.07	36	2742	1.3	81.83	5.5	7.65	7.3	4.5	7.14	7.8	292	291	290	608	607	606	221	360	0.6139	248	71	0.2863	0.5645	0.06086	0.03454	0.27
17900	16	2	2	2	2	176	7	25.142857142857142	4.4	53.46	0.028	12.61	0.09090909090909091	12	0.4034090909090909	0.022727272727272728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005681818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.2	185	0.04	1	596	1.2	78.72	8.8	4.42	7.45	9.0	10.73	9.6	85	84	83	159	158	157	44	73	0.6027	86	41	0.4767	0.6667	0.06918	0.0566	1.89
17901	10	2	2	1	1	103	11	9.363636363636363	12.09	61.54	0.0187	8.4	0.10679611650485436	4	0.4563106796116505	0.0	0.0	0.009708737864077669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	99	0.1	0	318	1.1	103.63	1.3	0.73	5.54	3.5	4.0	0.2	56	55	54	91	90	89	31	50	0.62	41	25	0.6098	0.75	0.05495	0.03297	1.25
17902	17	2	3	2	2	266	15	17.733333333333334	6.3	49.58	0.0654	17.65	0.03759398496240601	15	0.36466165413533835	0.03007518796992481	0.011278195488721804	0.0037593984962406013	0.0	0.0	0.0	0.0037593984962406013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8	295	0.06	9	873	1.2	89.28	4.7	3.07	6.02	8.0	6.83	3.8	118	117	116	238	237	236	71	128	0.5547	110	47	0.4273	0.7778	0.08824	0.02101	0.89
17903	12	2	1	2	2	93	5	18.6	6.02	56.63	0.0	5.88	0.06451612903225806	5	0.3870967741935484	0.010752688172043012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010752688172043012	0.0	0.0	16.6	93	0.06	0	287	1.1	96.93	3.9	1.8	6.55	7.300000000000001	6.64	3.2	47	46	45	83	82	81	22	35	0.6286	48	25	0.5208	0.6667	0.09639	0.0241	0.67
17904	17	2	2	2	3	147	11	13.363636363636363	9.65	61.4	0.0093	9.24	0.10204081632653061	11	0.35374149659863946	0.027210884353741496	0.006802721088435374	0.027210884353741496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006802721088435374	0.0	37.3	148	0.03	2	492	1.3	59.0	14.3	6.86	8.17	17.333333333333332	15.63	17.9	70	69	68	114	113	112	40	50	0.8	64	30	0.4688	0.6667	0.08772	0.04386	1.56
17905	8	1	1	1	1	79	1	79.0	1.28	48.72	0.0187	4.2	0.11392405063291139	2	0.35443037974683544	0.012658227848101266	0.0	0.012658227848101266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012658227848101266	0.0	0.0	0.0	0.012658227848101266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	85	0.01	1	246	1.1	35.62	27.4	2.23	9.51	39.5	30.8	32.1	38	37	36	78	77	76	23	40	0.575	38	15	0.3947	1.0	0.03846	0.08974	0.67
17906	22	3	3	3	3	237	13	18.23076923076923	7.43	54.29	0.0093	10.92	0.08860759493670886	26	0.2489451476793249	0.02531645569620253	0.004219409282700422	0.008438818565400843	0.004219409282700422	0.0	0.0	0.004219409282700422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004219409282700422	32.4	225	0.03	9	774	1.4	55.51	13.6	8.83	8.75	14.5	13.21	17.3	95	94	93	175	174	173	70	123	0.5691	52	25	0.4808	0.3649	0.04571	0.02857	0.0
17908	24	3	3	3	3	213	10	21.3	5.21	53.65	0.0187	16.81	0.056338028169014086	23	0.39436619718309857	0.028169014084507043	0.023474178403755867	0.004694835680751174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004694835680751174	0.0	19.0	242	0.05	7	763	1.3	77.57	7.2	5.22	6.91	10.8	8.44	7.0	103	102	101	192	191	190	60	98	0.6122	94	43	0.4574	1.0	0.09375	0.02604	0.75
17909	21	3	3	2	3	219	10	21.9	5.0	49.0	0.0187	19.33	0.045662100456621	15	0.3789954337899543	0.0319634703196347	0.0	0.0045662100456621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045662100456621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045662100456621	0.0	20.0	256	0.05	15	782	1.3	76.56	7.6	4.82	6.13	14.25	9.2	7.0	98	97	96	200	199	198	59	92	0.6413	108	39	0.3611	1.0	0.065	0.03	5.6
17910	19	3	3	3	2	256	18	14.222222222222221	7.86	45.85	0.028	21.85	0.0703125	10	0.30078125	0.03125	0.0	0.00390625	0.00390625	0.0078125	0.0	0.0	0.00390625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00390625	0.00390625	0.0078125	0.0	12.7	265	0.08	0	878	1.2	92.42	3.5	3.41	5.78	6.142857142857143	5.08	3.0	105	104	103	229	228	227	73	142	0.5141	87	32	0.3678	0.5	0.08297	0.06987	0.2
17911	19	3	3	2	3	219	20	10.95	10.81	56.76	0.0561	15.13	0.0684931506849315	15	0.365296803652968	0.0136986301369863	0.0045662100456621	0.0045662100456621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045662100456621	0.0	0.0045662100456621	0.0	11.9	222	0.08	7	729	1.2	93.24	3.2	4.16	6.52	4.4	5.43	3.7	105	104	103	185	184	183	65	105	0.619	80	40	0.5	0.7143	0.07568	0.01081	0.43
17912	12	2	2	2	2	213	13	16.384615384615383	7.3	58.99	0.0093	11.76	0.13145539906103287	25	0.3051643192488263	0.004694835680751174	0.004694835680751174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004694835680751174	0.0	0.0	0.0	24.3	219	0.04	8	778	1.3	72.19	9.2	8.01	8.84	14.0	10.66	12.3	105	104	103	178	177	176	74	111	0.6667	67	31	0.4627	0.5625	0.03933	0.03371	0.31
17913	16	2	2	2	3	124	7	17.714285714285715	6.25	59.82	0.028	13.45	0.06451612903225806	9	0.41935483870967744	0.024193548387096774	0.0	0.0	0.008064516129032258	0.0	0.0	0.008064516129032258	0.008064516129032258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016129032258064516	0.0	16.0	137	0.06	2	418	1.2	89.08	4.8	3.48	6.54	6.285714285714286	7.11	4.1	67	66	65	112	111	110	37	54	0.6852	58	30	0.5172	0.8	0.0625	0.07143	1.0
17914	12	0	2	3	2	122	4	30.5	3.54	64.6	0.0187	15.13	0.040983606557377046	11	0.4918032786885246	0.03278688524590164	0.0	0.01639344262295082	0.0	0.0	0.0	0.00819672131147541	0.00819672131147541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	148	0.04	8	480	1.3	68.44	10.7	7.43	7.7	14.5	12.63	12.8	73	72	71	113	112	111	46	58	0.7931	55	27	0.4909	1.0	0.04425	0.04425	0.43
17915	15	2	2	2	2	125	6	20.833333333333332	5.13	55.56	0.0187	10.08	0.104	5	0.44	0.016	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	23.4	148	0.04	5	443	1.3	73.1	8.9	4.59	6.28	11.0	10.04	8.1	65	64	63	117	116	115	39	56	0.6964	61	26	0.4262	1.0	0.06838	0.08547	1.0
17916	9	1	1	1	2	94	4	23.5	4.6	56.32	0.0	7.56	0.09574468085106383	10	0.3829787234042553	0.031914893617021274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010638297872340425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.8	102	0.05	0	329	1.2	83.19	7.1	4.18	7.8	10.875	8.72	7.2	49	48	47	87	86	85	27	44	0.6136	43	22	0.5116	0.6429	0.03448	0.01149	0.0
17917	8	2	1	1	1	110	3	36.666666666666664	2.78	52.78	0.0187	12.61	0.06363636363636363	3	0.43636363636363634	0.03636363636363636	0.0	0.00909090909090909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	112	0.03	0	349	1.1	78.25	11.0	2.34	6.27	16.666666666666668	14.0	11.7	57	56	55	108	107	106	26	37	0.7027	71	31	0.4366	1.0	0.12037	0.06481	5.0
17918	14	2	2	2	2	143	6	23.833333333333332	4.44	53.33	0.0093	15.97	0.11888111888111888	7	0.4195804195804196	0.006993006993006993	0.0	0.013986013986013986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2	161	0.05	1	538	1.2	82.78	7.2	5.75	6.04	7.5	9.18	8.7	72	71	70	135	134	133	42	69	0.6087	66	30	0.4545	0.8	0.05926	0.05185	1.0
17919	23	3	3	3	3	279	17	16.41176470588235	6.56	46.33	0.0374	15.97	0.06093189964157706	9	0.36200716845878134	0.021505376344086023	0.007168458781362007	0.0035842293906810036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	289	0.06	4	933	1.1	97.54	3.6	3.07	5.97	9.0	6.56	3.7	120	119	118	259	258	257	81	142	0.5704	117	39	0.3333	1.0	0.07336	0.05405	4.2
17920	14	2	2	2	2	88	6	14.666666666666666	9.23	63.08	0.0093	9.24	0.011363636363636364	13	0.2727272727272727	0.022727272727272728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8	85	0.06	2	265	1.3	80.82	5.9	4.52	8.18	7.375	7.59	6.3	41	40	39	65	64	63	25	38	0.6579	27	16	0.5926	0.8462	0.07692	0.03077	0.0
17921	10	1	1	2	1	223	6	37.166666666666664	2.82	45.54	0.0467	10.92	0.16591928251121077	20	0.29596412556053814	0.004484304932735426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004484304932735426	0.0	0.0	0.0	0.0	0.004484304932735426	0.004484304932735426	0.0	0.0	35.5	258	0.03	6	801	1.2	69.28	12.4	4.83	8.14	17.0	15.14	14.0	97	96	95	213	212	211	61	99	0.6162	114	36	0.3158	0.9167	0.05634	0.07512	0.67
17922	17	2	2	2	3	148	11	13.454545454545455	8.59	59.38	0.0093	14.29	0.0472972972972973	12	0.42567567567567566	0.013513513513513514	0.0	0.006756756756756757	0.006756756756756757	0.006756756756756757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006756756756756757	0.0	0.006756756756756757	0.0	11.6	154	0.09	3	514	1.2	93.54	3.1	3.92	5.94	4.777777777777778	5.27	3.3	76	75	74	128	127	126	48	65	0.7385	63	28	0.4444	1.0	0.07031	0.05469	1.75
17923	21	3	3	3	3	224	17	13.176470588235293	8.37	58.62	0.0374	25.21	0.08482142857142858	23	0.42857142857142855	0.017857142857142856	0.0	0.008928571428571428	0.004464285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008928571428571428	0.0	15.6	260	0.06	8	840	1.3	81.02	5.8	5.8	6.82	11.0	7.03	5.9	119	118	117	203	202	201	76	117	0.6496	86	43	0.5	0.8333	0.07389	0.02463	3.17
17924	24	3	3	3	3	394	30	13.133333333333333	10.03	49.83	0.0748	19.33	0.04314720812182741	47	0.26649746192893403	0.02030456852791878	0.007614213197969543	0.005076142131979695	0.0	0.0025380710659898475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.4	448	0.06	20	1416	1.5	62.27	8.9	8.29	7.76	7.142857142857142	8.86	9.9	149	148	147	299	298	297	102	184	0.5543	115	47	0.4087	0.3448	0.06355	0.01672	0.0
17926	21	3	3	2	3	320	16	20.0	5.42	48.14	0.0561	25.21	0.071875	20	0.359375	0.01875	0.003125	0.00625	0.0	0.0	0.0	0.003125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009375	0.0	0.00625	0.0	17.1	362	0.06	11	1181	1.2	87.96	5.2	5.45	6.55	6.0	7.53	6.3	142	141	140	295	294	293	92	148	0.6216	147	50	0.3401	0.64	0.08475	0.03051	0.2
17927	6	1	1	1	0	128	8	16.0	6.72	61.34	0.0093	10.92	0.234375	9	0.328125	0.015625	0.0	0.015625	0.0078125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078125	0.0	0.0	0.0234375	14.9	137	0.07	1	434	1.2	90.19	4.4	2.83	8.09	6.285714285714286	6.3	3.2	73	72	71	119	118	117	51	71	0.7183	48	22	0.4583	0.75	0.11765	0.09244	0.25
