id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word
3104	5	4	709	39	18.17948717948718	6.03	68.81	8.5	10.3	9.8	8.59	7.142857142857142	6.52	9.0	4.306379310344827	42.87	2.3	3.8936305120167187	480	52	2846	2918	33	638	881	19.3	0.05	1.4
3105	3	4	237	17	13.941176470588236	8.06	73.47	6.7	10.0	7.0	7.24	5.666666666666667	6.28	7.0	3.706918169209431	13.56	2.2	3.3800829403606105	156	20	891	923	14	206	294	14.7	0.07	1.4
3106	4	4	666	29	22.96551724137931	4.94	56.18	11.2	11.9	12.9	10.04	12.4	7.66	12.0	5.314468376068376	41.28	3.0	5.591189401709401	396	59	2729	2810	25	585	872	23.4	0.04	1.5
3107	3	4	499	15	33.266666666666666	3.39	39.03	17.8	14.8	21.2	10.52	15.25	8.31	15.0	7.624000820849579	31.04	3.4	8.148645146726864	311	46	2056	2113	11	443	662	40.3	0.02	1.5
3108	3	3	295	14	21.071428571428573	5.22	57.3	10.8	11.7	11.7	9.52	11.6	7.29	12.0	4.974751872659176	18.32	3.0	5.4504059925093635	189	27	1219	1247	12	267	397	22.3	0.04	1.5
3109	3	3	495	21	23.571428571428573	4.88	59.67	12.0	11.2	13.5	7.67	14.0	6.83	14.0	5.493939622641509	27.53	2.8	4.656115911949684	327	30	1802	1874	15	424	602	28.3	0.04	1.4
3110	3	3	249	11	22.636363636363637	5.09	43.9	16.0	15.0	18.6	9.88	20.333333333333332	7.77	16.0	6.571260563380282	14.84	3.3	8.086562441314555	163	26	975	1010	6	213	318	35.5	0.03	1.5
3111	3	3	348	17	20.470588235294116	5.3	64.38	12.2	10.1	14.8	7.67	8.166666666666666	7.05	8.0	6.0497499999999995	20.17	2.5	4.64211875	243	15	1345	1373	10	320	430	32.0	0.03	1.3
3112	3	4	263	12	21.916666666666668	5.06	-167.06	94.9	0.0	118.9	11.63	10.666666666666666	18.32	95.0	35.32804255319149	16.75	4.4	41.97414893617021	152	28	1112	1140	1	235	378	235.0	0.0	1.6
3113	3	4	287	16	17.9375	5.95	69.11	8.3	9.2	8.8	7.83	8.333333333333334	6.78	9.0	4.358601503759399	17.22	2.2	3.3360481203007515	193	16	1151	1172	14	266	365	19.0	0.05	1.4
3114	4	4	602	28	21.5	5.3	66.78	9.2	10.4	10.1	7.49	8.833333333333334	7.16	9.0	4.720437499999999	33.41	2.3	3.4099606770833333	396	39	2184	2274	24	512	699	21.3	0.05	1.4
3115	4	4	422	15	28.133333333333333	3.79	60.42	13.8	11.7	16.8	7.85	19.0	6.62	8.0	6.359397008055236	24.96	2.6	5.634417721518986	309	25	1672	1699	11	395	533	35.9	0.03	1.3
3116	3	4	280	15	18.666666666666668	5.91	65.15	9.9	10.6	10.0	6.97	11.2	6.78	11.0	4.785848484848485	15.72	2.4	3.6204793650793654	200	19	1042	1070	11	252	345	22.9	0.04	1.4
3117	3	3	340	14	24.285714285714285	4.52	59.77	11.9	9.8	12.5	6.85	14.0	6.82	7.0	5.450700879765396	19.16	2.5	3.9250645161290327	247	15	1274	1304	11	310	421	28.2	0.04	1.4
3118	2	1	155	6	25.833333333333332	4.05	67.42	11.1	8.8	12.5	6.69	10.8	6.93	7.0	5.580413793103448	8.77	2.2	3.7914551724137926	117	5	585	597	5	145	188	29.0	0.03	1.3
3119	4	4	552	25	22.08	4.89	56.59	11.1	12.4	13.0	10.68	10.5	7.27	11.0	5.237731225296443	36.14	3.1	6.1057976284584985	338	58	2412	2460	22	506	764	23.0	0.04	1.5
3120	3	3	463	24	19.291666666666668	5.76	58.21	10.5	11.0	11.3	8.99	8.428571428571429	6.49	11.0	4.423868550687063	27.88	2.7	4.578218719211822	281	36	1841	1898	19	406	589	21.4	0.05	1.5
3121	4	4	467	16	29.1875	3.92	48.27	14.3	13.6	16.5	9.93	15.75	8.65	14.0	6.803050332383666	28.26	3.3	7.065700854700854	279	44	1858	1924	13	405	606	31.2	0.03	1.5
3122	4	3	460	20	23.0	4.87	60.79	11.5	11.2	12.8	7.67	11.0	7.31	8.0	5.580572549019607	26.24	2.8	4.630364509803922	300	30	1733	1786	15	408	578	27.2	0.04	1.4
3123	4	4	304	14	21.714285714285715	5.17	55.07	11.7	12.1	12.6	9.06	8.666666666666666	7.26	12.0	5.278168976005407	18.27	3.2	5.462127137546467	189	27	1209	1244	11	269	407	24.5	0.04	1.5
3124	4	4	405	25	16.2	6.93	79.09	6.6	9.3	7.1	5.8	8.5	5.9	7.0	3.748785714285714	21.54	1.8	2.391885714285714	290	23	1410	1466	20	350	456	17.5	0.06	1.3
3125	4	4	694	29	23.93103448275862	4.4	68.23	10.7	10.0	12.9	7.43	11.6	6.57	12.0	5.2494847020933975	40.81	2.1	3.7230702361782075	523	33	2730	2778	23	648	826	28.2	0.04	1.3
3126	4	3	540	20	27.0	4.06	49.28	13.9	12.7	15.9	9.99	10.8	8.37	14.0	6.4130358436853	33.46	3.1	6.580631573498966	331	45	2220	2278	16	483	708	30.2	0.03	1.5
3127	3	3	462	23	20.08695652173913	5.53	67.69	8.9	10.1	9.3	7.14	10.6	6.54	9.0	4.432066666666666	26.05	2.2	3.6510025490196085	320	30	1719	1773	20	408	554	20.4	0.05	1.4
3128	4	4	450	25	18.0	6.23	67.49	9.0	9.3	9.9	7.72	7.0	6.6	10.0	4.422473011172432	25.63	2.2	2.994828132992326	301	22	1685	1745	19	391	530	20.6	0.05	1.4
3129	4	3	1036	39	26.564102564102566	4.16	59.47	12.0	11.4	13.4	7.67	11.2	6.59	12.0	5.493012493154435	58.57	2.6	4.572686774370207	723	67	3879	3987	32	913	1245	28.5	0.04	1.4
3130	4	4	488	19	25.68421052631579	4.18	38.02	18.2	14.6	22.0	11.16	12.0	8.78	12.0	7.908674809771725	32.19	3.4	8.918377092511012	303	44	2157	2191	11	454	676	41.3	0.02	1.5
3131	4	4	326	12	27.166666666666668	4.18	56.12	13.3	11.0	16.0	9.01	7.428571428571429	7.86	8.0	6.40218414918415	19.2	2.6	5.40834933954934	222	17	1267	1307	9	286	391	31.8	0.03	1.4
3132	3	3	460	23	20.0	5.91	41.8	12.6	11.8	11.7	9.34	8.833333333333334	6.35	12.0	4.294023430592396	26.66	3.9	4.460783790156205	289	41	1732	1815	18	377	638	20.9	0.05	1.7
3133	4	4	484	27	17.925925925925927	6.08	67.08	9.1	10.3	10.2	8.12	11.0	7.01	11.0	4.638548752834467	29.03	2.5	3.917401814058957	316	33	1932	1976	21	441	619	21.0	0.05	1.4
3134	4	3	513	24	21.375	5.04	63.43	10.5	9.9	11.2	7.49	11.4	6.58	11.0	4.991967161493477	29.7	2.5	3.8749170940170927	351	27	1976	2022	19	468	641	24.6	0.04	1.4
3135	3	3	339	14	24.214285714285715	4.83	82.68	7.3	9.1	9.3	6.16	11.2	7.68	8.0	4.903694960212201	17.72	1.8	2.5256047745358083	235	14	1157	1206	13	290	362	22.3	0.04	1.2
3136	4	4	461	25	18.44	5.97	76.56	7.6	8.7	8.7	6.91	7.5	5.57	9.0	3.980686668939652	26.27	1.9	2.5887469257870213	336	20	1746	1788	21	419	540	20.0	0.05	1.3
3137	3	3	362	24	15.083333333333334	7.36	62.88	8.7	10.1	8.8	8.58	5.875	7.58	9.0	4.503736842105262	21.83	2.5	3.62440625	231	28	1442	1486	19	320	465	16.8	0.06	1.5
3138	4	4	371	17	21.823529411764707	5.06	64.54	10.1	11.8	11.6	8.42	10.666666666666666	7.68	8.0	5.30265197568389	21.81	2.8	4.876114893617021	248	32	1442	1485	14	329	473	23.5	0.04	1.4
3139	3	3	387	26	14.884615384615385	7.24	76.76	7.5	8.0	7.6	5.8	14.0	6.88	8.0	4.255756554307116	21.27	1.7	1.8857489388264672	299	13	1417	1448	18	356	446	19.8	0.05	1.3
3140	4	3	447	14	31.928571428571427	3.36	46.98	16.8	13.5	20.4	9.36	19.333333333333332	7.01	17.0	7.076603921568626	27.19	2.9	6.998206078431371	310	33	1810	1851	10	408	568	40.8	0.02	1.4
3141	3	3	490	28	17.5	6.26	79.6	6.4	8.1	7.3	6.73	7.666666666666666	5.84	8.0	3.8156109366823645	27.84	1.8	2.2071143554857837	339	20	1846	1895	26	441	577	17.0	0.06	1.3
3142	4	4	513	16	32.0625	3.35	57.57	14.8	11.2	18.6	8.14	14.75	6.95	15.0	6.828499999999998	29.89	2.4	5.856208908045977	370	24	1985	2035	12	464	604	38.7	0.03	1.3
3143	3	3	379	14	27.071428571428573	4.09	59.57	12.0	10.3	13.4	7.78	11.6	6.57	12.0	5.476248533724339	21.95	2.5	4.287175757575757	256	19	1456	1494	12	341	464	28.4	0.04	1.4
3144	4	4	339	16	21.1875	5.44	48.84	12.0	13.0	12.9	10.62	10.666666666666666	8.72	13.0	5.823005305039787	20.98	3.5	6.994087533156499	181	39	1379	1428	13	290	462	22.3	0.04	1.6
3145	4	4	588	34	17.294117647058822	6.3	70.13	8.0	9.3	8.2	7.31	7.2857142857142865	6.29	8.0	4.0264743970315395	34.73	2.2	3.2328671119356827	398	35	2315	2364	30	539	743	18.0	0.06	1.4
3146	3	4	234	11	21.272727272727273	4.98	70.16	10.0	7.6	11.7	7.03	10.6	6.22	11.0	4.867869047619047	13.12	2.1	3.149809523809523	168	5	870	893	8	210	269	26.3	0.04	1.3
3147	2	2	99	4	24.75	4.21	64.68	12.1	10.5	14.2	7.44	13.125	7.04	14.0	5.756631578947369	5.88	2.3	4.323877192982456	76	5	395	400	3	95	124	31.7	0.03	1.3
3148	3	2	214	8	26.75	4.0	64.17	12.3	9.7	15.2	7.96	10.4	6.46	8.0	5.8646554404145075	12.35	2.6	5.0826449050086335	148	8	821	841	6	193	260	32.2	0.03	1.3
3149	3	3	453	16	28.3125	3.77	58.18	14.6	11.2	17.5	7.38	14.25	7.34	15.0	6.7639947927967015	26.06	2.3	5.5741818615751795	342	22	1738	1774	11	419	532	38.1	0.03	1.3
3150	4	3	621	28	22.178571428571427	4.9	63.22	10.6	11.0	12.6	9.06	8.333333333333334	7.8	11.0	5.393768978908094	38.44	2.7	4.7807378512144965	422	44	2564	2617	23	571	807	24.8	0.04	1.4
3151	3	4	422	21	20.095238095238095	5.57	66.27	9.4	10.8	11.5	8.94	8.142857142857142	6.68	9.0	4.681077215791976	25.47	2.6	4.378799778024418	279	31	1676	1734	17	371	528	21.8	0.05	1.4
3152	4	4	335	7	47.857142857142854	2.14	-26.95	43.2	23.2	53.3	10.53	20.333333333333332	11.01	11.0	16.561886075949364	21.76	3.9	19.701701687763713	218	37	1451	1481	3	316	485	105.3	0.01	1.5
3153	4	3	809	38	21.289473684210527	5.18	74.63	8.3	9.3	10.4	7.72	6.25	6.43	10.0	4.5229259398968935	47.08	2.2	3.4301087136929453	547	38	3114	3205	33	723	966	21.9	0.05	1.3
3154	3	3	199	8	24.875	4.26	48.17	14.3	12.7	15.6	9.24	14.25	7.79	14.0	6.354872340425532	12.52	3.3	6.800475886524822	139	17	841	852	6	188	282	31.3	0.03	1.5
3155	3	3	207	9	23.0	4.62	64.07	12.3	9.3	15.1	8.02	11.0	7.68	8.0	6.01861855670103	12.32	2.3	4.58865910652921	157	7	826	839	6	194	250	32.3	0.03	1.3
3156	4	4	326	15	21.733333333333334	4.95	60.79	11.5	10.2	12.7	7.78	8.5	6.89	12.0	5.275649741562784	19.14	2.5	4.402341806020066	224	17	1276	1303	11	299	406	27.2	0.04	1.4
3157	4	4	524	28	18.714285714285715	5.88	68.4	8.6	9.0	9.5	8.01	6.857142857142857	6.82	9.0	4.4178749999999996	31.07	2.2	3.1823897815362923	355	25	2064	2115	24	473	645	19.7	0.05	1.4
3158	2	2	195	8	24.375	4.4	66.2	11.5	9.3	13.8	7.61	11.2	6.97	12.0	5.662665745856353	11.34	2.2	4.322071086556168	144	7	758	772	6	181	234	30.2	0.03	1.3
3159	1	2	196	9	21.77777777777778	5.0	34.77	19.5	11.2	20.0	6.69	18.333333333333332	7.62	20.0	7.7899044943820215	10.68	3.7	6.50169213483146	146	8	709	727	4	178	274	44.5	0.02	1.5
3160	3	4	467	30	15.566666666666666	7.11	81.02	5.8	7.8	5.5	5.39	6.714285714285714	5.8	6.0	3.5442380952380947	25.09	1.5	1.2122936507936504	347	18	1663	1708	27	420	530	15.6	0.06	1.3
3161	3	3	431	24	17.958333333333332	6.2	64.24	10.2	10.1	12.7	9.64	8.333333333333334	6.56	10.0	4.844065789473683	26.38	2.6	4.878947368421054	268	24	1745	1796	16	380	533	23.8	0.04	1.4
3162	4	4	483	23	21.0	5.25	-360.58	171.4	0.0	218.0	11.11	7.7142857142857135	27.49	0.0	63.06341474654377	30.36	4.0	74.02076774193547	312	42	2015	2067	1	434	658	434.0	0.0	1.5
3163	5	4	396	22	18.0	6.15	-40.86	48.5	21.8	59.8	10.06	7.571428571428571	12.59	13.0	18.726123249299718	24.25	3.7	20.79911092436975	269	32	1611	1651	3	357	531	119.0	0.01	1.5
3164	3	3	309	13	23.76923076923077	4.51	70.47	9.9	10.6	11.3	6.8	11.6	7.47	12.0	5.316888111888112	17.57	2.3	3.829158041958042	224	19	1173	1196	11	286	379	26.0	0.04	1.3
3165	4	4	307	15	20.466666666666665	5.54	63.53	10.5	11.2	11.1	7.14	8.833333333333334	6.43	11.0	4.905094276094276	17.06	2.6	4.171296296296297	215	22	1124	1161	11	270	375	24.5	0.04	1.4
3166	4	4	540	20	27.0	4.04	-167.23	97.1	0.0	122.7	11.11	14.75	17.69	0.0	35.967161190965086	33.96	3.8	42.154154825462015	334	41	2260	2312	2	487	724	243.5	0.0	1.5
3167	3	4	255	20	12.75	8.47	64.1	8.2	8.6	6.4	6.61	5.875	5.35	9.0	3.4061213675213673	14.65	2.8	1.5102430769230764	194	14	976	997	15	234	358	15.6	0.06	1.5
3168	4	4	356	18	19.77777777777778	5.79	69.31	8.3	11.0	9.6	8.3	8.833333333333334	7.77	8.0	4.720133928571428	20.3	2.6	4.147061295681063	215	30	1326	1382	16	301	434	18.8	0.05	1.4
3169	3	3	420	19	22.105263157894736	5.12	51.31	13.1	12.4	15.6	10.39	14.0	8.23	14.0	6.0775447667087015	26.19	3.1	6.896202858343843	243	34	1728	1783	13	366	544	28.2	0.04	1.5
3170	3	3	400	28	14.285714285714286	7.91	90.5	4.3	6.2	3.9	3.41	11.0	5.71	4.0	3.2686463675213675	19.68	1.0	-0.377563247863248	310	7	1289	1340	24	351	415	14.6	0.07	1.2
3171	5	4	612	38	16.105263157894736	6.92	-463.77	213.1	0.0	272.2	10.18	5.666666666666667	33.55	0.0	78.72866176470588	36.77	3.6	91.35402426470588	396	37	2435	2503	1	544	786	544.0	0.0	1.4
3172	4	4	667	23	29.0	3.9	50.13	15.6	12.0	19.0	8.83	14.5	7.85	16.0	6.94150442477876	38.11	2.8	6.428937463126843	416	36	2484	2594	15	565	778	37.7	0.03	1.4
3173	3	3	540	28	19.285714285714285	5.71	76.25	7.7	8.6	8.4	6.38	7.0	6.55	7.0	4.305180327868852	29.98	2.0	2.5314136612021856	387	22	1989	2041	24	488	635	20.3	0.05	1.3
3174	3	3	307	12	25.583333333333332	4.33	70.4	12.0	9.8	15.4	6.8	13.75	7.75	7.0	6.311329545454544	16.85	2.1	4.420827272727272	230	11	1115	1147	8	275	342	34.4	0.03	1.2
3175	4	4	684	31	22.06451612903226	5.2	65.96	9.5	11.4	10.8	7.95	12.2	6.53	11.0	4.658491424310215	39.35	2.6	4.314241561024111	443	56	2590	2679	27	596	842	22.1	0.05	1.4
3176	4	4	579	24	24.125	4.55	58.76	12.3	11.8	14.1	8.48	11.6	6.86	12.0	5.760474017743979	34.33	2.8	5.061316772285593	387	41	2282	2337	18	526	743	29.2	0.03	1.4
3177	1	1	177	1	177.0	0.58	-68.26	65.3	0.0	82.0	5.77	50.0	14.33	0.0	25.503216374269	9.56	2.3	25.626024561403508	145	0	644	651	1	171	202	171.0	0.01	1.2
3178	4	4	371	18	20.61111111111111	5.54	64.95	9.9	9.4	11.1	7.9	8.0	6.15	8.0	4.686093474426807	21.11	2.3	3.408436331569665	246	17	1390	1437	14	324	438	23.1	0.04	1.4
3179	4	4	431	24	17.958333333333332	6.27	66.91	11.3	10.4	13.1	6.92	8.666666666666666	7.04	9.0	5.778977706366739	23.62	2.3	4.522953564972885	303	21	1558	1608	13	383	499	29.5	0.03	1.3
3180	3	4	772	37	20.864864864864863	5.56	66.78	9.2	10.9	9.7	6.91	9.0	6.85	9.0	4.648814271749755	42.12	2.4	3.8681964809384155	503	57	2753	2867	31	660	910	21.3	0.05	1.4
3181	4	4	673	31	21.70967741935484	5.12	63.22	10.6	9.7	12.2	8.36	11.4	7.39	11.0	5.284305555555555	39.4	2.6	3.9691090909090914	430	32	2594	2682	24	594	826	24.8	0.04	1.4
3182	2	2	200	13	15.384615384615385	7.6	62.35	13.0	9.9	18.1	9.93	28.0	8.2	10.0	6.391823529411765	11.93	2.3	5.0896235294117655	130	7	780	812	5	170	218	34.0	0.03	1.3
3183	3	4	367	18	20.38888888888889	5.49	67.69	8.9	10.7	10.9	9.23	8.833333333333334	6.97	9.0	4.529666411042944	22.49	2.3	4.252650920245398	244	28	1490	1531	16	326	449	20.4	0.05	1.4
3184	3	3	413	19	21.736842105263158	4.97	62.92	10.7	10.9	13.0	9.41	12.0	7.27	11.0	5.18120848806366	25.72	2.6	4.787081131741822	279	28	1715	1751	15	377	525	25.1	0.04	1.4
3185	4	3	390	17	22.941176470588236	4.74	52.57	14.7	12.2	16.6	7.79	11.8	7.27	12.0	6.644628611898016	22.46	2.9	6.432259150141643	262	25	1490	1529	10	353	499	35.3	0.03	1.4
3186	2	2	327	11	29.727272727272727	3.49	77.61	9.2	7.3	11.4	6.04	10.6	1.99	11.0	4.770454545454545	17.94	1.5	2.092133333333332	257	6	1192	1221	11	300	349	27.3	0.04	1.2
3187	3	3	309	17	18.176470588235293	5.88	66.27	9.4	11.1	10.4	7.95	7.142857142857142	7.28	8.0	4.948885157096424	18.52	2.7	4.723381148429035	209	25	1236	1261	13	284	406	21.8	0.05	1.4
3188	3	3	451	12	37.583333333333336	2.96	51.38	17.2	11.4	20.6	7.04	54.0	7.86	8.0	7.707505376344086	24.65	2.5	6.294722856355114	330	19	1627	1678	9	403	525	44.8	0.02	1.3
3189	4	4	590	32	18.4375	6.02	77.67	7.1	9.3	9.3	8.24	6.428571428571429	6.51	7.0	4.335475741239891	35.14	2.1	3.2715552560646888	409	33	2333	2392	28	530	713	18.9	0.05	1.3
3190	4	3	413	28	14.75	7.61	76.25	7.7	9.3	8.8	6.67	8.5	6.2	9.0	4.175945355191256	22.9	2.1	2.2574928961748633	293	21	1511	1559	18	366	485	20.3	0.05	1.3
3191	4	4	661	36	18.36111111111111	5.9	67.69	8.9	9.3	8.8	6.67	7.833333333333334	6.35	9.0	4.432830842588823	37.02	2.2	3.2227544222829554	443	34	2448	2520	29	593	802	20.4	0.05	1.4
3192	3	3	212	11	19.272727272727273	5.61	66.88	9.2	10.7	9.4	6.96	8.5	6.84	9.0	4.596778359511344	12.06	2.5	3.91691576497964	145	16	799	821	9	191	269	21.2	0.05	1.4
3193	3	3	411	19	21.63157894736842	4.99	62.72	10.8	12.0	13.1	9.46	11.4	6.97	12.0	5.082338786279683	25.85	2.8	5.321987722075638	270	36	1729	1760	15	379	542	25.3	0.04	1.4
3194	3	4	468	13	36.0	3.0	52.91	16.6	13.2	19.9	7.33	57.0	7.32	17.0	7.500420092378752	26.56	2.6	6.815037136258659	338	31	1773	1808	10	433	576	43.3	0.02	1.3
3195	4	4	356	19	18.736842105263158	6.11	59.13	10.1	11.5	11.6	9.75	5.888888888888889	7.33	10.0	4.845321172638437	21.77	3.0	5.558915917480998	212	32	1432	1482	15	307	462	20.5	0.05	1.5
3196	4	3	633	18	35.166666666666664	3.14	52.8	16.7	11.4	19.8	6.92	18.666666666666668	8.31	19.0	7.6881456628477896	34.4	2.4	6.1791736497545005	456	27	2268	2342	13	564	722	43.4	0.02	1.3
3197	3	3	257	14	18.357142857142858	6.01	65.15	9.9	9.6	11.6	8.88	8.166666666666666	6.63	10.0	4.706327947598252	15.41	2.5	3.706150742358078	171	13	1021	1049	10	229	319	22.9	0.04	1.4
3198	2	3	260	11	23.636363636363637	4.58	66.61	11.4	10.1	13.0	6.74	11.2	7.64	11.0	5.756439075630253	14.5	2.1	3.6897882352941167	196	12	962	987	8	238	301	29.8	0.03	1.3
3199	4	3	393	24	16.375	6.88	70.73	7.7	9.5	8.1	7.36	11.0	6.54	8.0	3.984354022988505	22.65	2.1	2.899883448275862	270	25	1496	1542	20	348	474	17.4	0.06	1.4
3200	4	3	628	23	27.304347826086957	3.92	-502.34	227.9	0.0	290.2	9.2	14.75	34.38	228.0	83.65460824742267	37.56	3.4	97.65546872852232	434	41	2508	2557	1	582	818	582.0	0.0	1.4
3201	4	4	389	21	18.523809523809526	6.25	67.38	9.0	10.1	10.9	8.76	6.125	6.19	9.0	4.353520581570996	22.68	2.4	4.0641614803625385	250	24	1486	1544	16	331	462	20.7	0.05	1.4
3202	5	4	632	38	16.63157894736842	6.79	70.73	7.7	9.8	8.0	7.13	7.142857142857142	6.6	8.0	4.065274068671454	35.99	2.2	3.1358276929982054	420	43	2373	2450	32	557	774	17.4	0.06	1.4
3203	4	3	406	28	14.5	7.63	71.55	7.4	10.5	8.7	8.7	6.111111111111111	6.79	9.0	4.101120715350223	24.94	2.3	4.125807650273224	272	37	1658	1698	22	366	521	16.6	0.06	1.4
3204	3	3	399	19	21.0	5.51	12.67	17.6	12.8	14.2	10.8	15.5	9.08	13.0	6.078571428571429	25.06	5.8	6.681773089700998	219	40	1648	1706	14	344	705	24.6	0.04	2.0
3205	3	3	340	15	22.666666666666668	4.81	62.01	11.1	12.6	12.4	8.19	12.8	7.51	13.0	5.552435897435897	20.3	2.8	5.321270512820513	237	33	1354	1382	12	312	446	26.0	0.04	1.4
3206	4	4	1051	38	27.657894736842106	4.0	67.72	10.9	10.9	12.8	7.15	14.5	2.11	11.0	5.1616973532796315	58.83	2.2	4.042936286919831	764	61	3895	4005	33	948	1216	28.7	0.03	1.3
3207	3	4	329	15	21.933333333333334	5.23	64.24	10.2	9.9	11.9	8.54	12.0	8.31	12.0	5.545644736842105	19.11	2.4	4.2071929824561405	210	17	1253	1301	12	285	387	23.8	0.04	1.4
3208	4	4	437	19	23.0	4.71	-304.42	151.9	0.0	194.4	10.94	8.666666666666666	25.16	152.0	56.27266666666666	26.96	3.6	65.5801596899225	280	28	1784	1835	1	387	556	387.0	0.0	1.4
3209	3	2	234	7	33.42857142857143	3.1	7.83	21.5	9.7	16.7	6.8	14.0	7.04	7.0	6.644690265486725	13.57	5.4	4.65021179941003	188	8	916	924	6	226	432	37.7	0.03	1.9
3210	4	4	512	27	18.962962962962962	6.15	62.72	10.8	10.8	13.4	9.23	8.333333333333334	7.28	11.0	5.2854705882352935	29.81	2.7	4.62326949384405	318	31	1944	2029	17	430	605	25.3	0.04	1.4
3211	3	3	324	16	20.25	5.33	75.34	8.0	9.6	9.4	7.14	8.333333333333334	7.24	8.0	4.756813612313612	18.7	2.0	3.2555639249639254	232	18	1249	1273	14	297	386	21.2	0.05	1.3
3212	4	4	746	43	17.348837209302324	6.39	60.18	11.8	10.5	13.3	8.01	6.125	6.32	12.0	5.260473575712144	43.41	2.5	4.138828135932034	495	40	2876	2955	24	667	910	27.8	0.04	1.4
3213	4	4	524	28	18.714285714285715	5.82	77.16	7.3	7.6	8.0	6.27	11.6	5.82	8.0	4.019668454935622	28.6	1.7	1.7750932761087266	380	15	1890	1947	24	466	588	19.4	0.05	1.3
3214	4	4	750	26	28.846153846153847	3.92	49.69	13.7	13.2	16.6	10.86	12.6	8.7	14.0	6.537875831485586	47.21	3.2	6.7700054878048785	444	68	3115	3214	22	656	979	29.8	0.03	1.5
3215	3	3	199	8	24.875	4.21	41.91	18.8	13.0	23.1	9.59	14.5	7.98	19.0	8.135651639344262	12.34	3.1	8.838771584699451	130	12	819	840	4	183	260	45.8	0.02	1.4
3216	4	4	575	18	31.944444444444443	3.42	-432.98	203.3	0.0	260.5	9.31	13.75	31.43	0.0	75.19885440613025	34.02	3.2	86.83746130268199	402	22	2262	2316	1	522	704	522.0	0.0	1.3
3217	4	4	703	29	24.24137931034483	4.59	60.69	11.6	11.6	14.0	9.06	11.0	7.35	12.0	5.706808184143222	42.6	2.7	5.29245318310638	467	51	2825	2900	23	629	882	27.3	0.04	1.4
3218	3	4	361	15	24.066666666666666	4.69	40.25	17.4	14.0	19.4	8.6	12.4	7.54	17.0	7.097478035143769	20.8	3.3	7.708648881789138	230	29	1366	1416	8	313	459	39.1	0.03	1.5
3219	4	4	802	37	21.675675675675677	5.42	-100.88	69.5	29.9	86.5	11.16	10.666666666666666	14.27	70.0	25.761673416789392	48.76	4.2	30.67423976435935	466	88	3189	3319	4	679	1065	169.8	0.01	1.6
3220	3	3	534	27	19.77777777777778	5.54	82.88	7.2	8.3	9.1	5.8	10.8	6.06	6.0	4.417790640394088	28.16	1.7	2.3033108784893264	388	17	1846	1917	21	464	576	22.1	0.05	1.2
3221	3	4	749	33	22.696969696969695	5.04	64.48	12.2	8.1	14.2	6.57	11.0	7.3	8.0	5.943483072100314	39.22	2.3	3.977426081504702	496	15	2556	2670	20	638	829	31.9	0.03	1.3
3222	3	2	179	6	29.833333333333332	3.59	42.05	20.8	13.0	25.8	7.91	11.2	8.46	8.0	8.983864197530863	10.22	2.8	8.425960493827159	131	9	678	696	3	162	217	54.0	0.02	1.3
3223	3	3	356	22	16.181818181818183	6.88	70.33	7.9	8.5	8.8	8.06	5.111111111111111	6.44	9.0	4.044416666666667	21.29	2.5	2.8924131944444444	239	16	1413	1449	18	320	460	17.8	0.06	1.4
3224	3	4	478	21	22.761904761904763	4.78	60.58	11.6	11.5	13.1	8.13	7.0	7.69	12.0	5.667596383826879	28.51	2.6	5.257424715261958	323	34	1902	1941	16	439	609	27.4	0.04	1.4
3225	4	4	269	13	20.692307692307693	5.33	63.93	10.3	10.6	11.2	7.72	8.5	6.21	11.0	4.915108298755186	15.51	2.5	4.135308381742738	183	17	1027	1056	10	241	330	24.1	0.04	1.4
3226	4	4	366	17	21.529411764705884	4.96	59.67	12.0	11.2	13.0	7.55	9.0	6.58	12.0	5.380362094395279	21.46	2.7	4.6522643067846605	257	24	1435	1461	12	339	470	28.3	0.04	1.4
3227	3	3	490	19	25.789473684210527	4.14	66.3	11.5	9.4	13.4	7.15	10.8	6.49	12.0	5.555118403547672	27.84	2.3	3.607623385070214	372	18	1855	1895	15	451	585	30.1	0.03	1.3
3228	4	4	753	36	20.916666666666668	5.26	-258.74	134.3	0.0	171.0	10.07	10.333333333333334	22.4	0.0	49.8782514619883	45.82	3.5	57.682268421052626	502	53	3050	3119	2	684	974	342.0	0.0	1.4
3229	4	4	444	13	34.15384615384615	3.17	55.34	15.7	12.0	19.3	8.08	14.5	8.6	9.0	7.678271638141808	25.91	2.7	6.2928932029339855	315	24	1728	1764	10	409	549	40.9	0.02	1.3
3230	2	2	126	4	31.5	3.39	-22.92	45.8	0.0	56.3	6.52	13.5	10.96	46.0	17.841406779661014	6.87	2.9	17.866210169491524	99	4	460	468	1	118	155	118.0	0.01	1.3
3231	4	4	863	44	19.613636363636363	5.65	73.0	8.9	7.0	10.1	6.45	7.5	6.52	7.0	4.70511342131474	46.46	2.1	2.1702218127490043	591	15	3043	3163	32	753	974	23.5	0.04	1.3
